Type,Name,Middle,Transitional,Recovered
Canonical,fMLP Signaling in Neutrophils,-1.633,,
Canonical,Glutaminergic Receptor Signaling Pathway (Enhanced),-1.414,,
Canonical,Role of MAPK Signaling in Promoting the Pathogenesis of Influenza,-1.414,,
Canonical,CD40 Signaling,-1.414,,
Canonical,Cardiac Hypertrophy Signaling,-1.414,,
Canonical,Type II Diabetes Mellitus Signaling,-1.414,,
Canonical,B Cell Activating Factor Signaling,-1.414,,
Canonical,April Mediated Signaling,-1.414,,
Canonical,OX40 Signaling Pathway,-1.414,,
Canonical,NF-κB Activation by Viruses,-1.414,,
Canonical,CLEAR Signaling Pathway,-1.387,,
Canonical,Ephrin Receptor Signaling,-1.342,,
Canonical,Apelin Cardiomyocyte Signaling Pathway,-1.342,,
Canonical,Caveolar-mediated Endocytosis Signaling,-1.342,,
Canonical,Aryl Hydrocarbon Receptor Signaling,-1.342,,
Canonical,Acetylcholine Receptor Signaling Pathway,-1.342,,
Canonical,MSP-RON Signaling in Cancer Cells Pathway,-1.342,,
Canonical,Chaperone Mediated Autophagy Signaling Pathway,-1.291,,
Canonical,Senescence Pathway,-1.291,,
Canonical,ERK/MAPK Signaling,-1.134,,
Canonical,PKR-mediated signaling,-1.134,,
Canonical,Fc epsilon receptor (FCERI) signaling,-1.134,,
Canonical,Pulmonary Fibrosis Idiopathic Signaling Pathway,-1.069,,
Canonical,Myogenesis,-1,,
Canonical,CCR5 Signaling in Macrophages,-1,,
Canonical,Paxillin Signaling,-1,,
Canonical,Corticotropin Releasing Hormone Signaling,-1,,
Canonical,Endocannabinoid Neuronal Synapse Pathway,-1,,
Canonical,Inhibition of Angiogenesis by TSP1,-1,,
Canonical,BMP signaling pathway,-1,,
Canonical,RAC Signaling,-1,,
Canonical,FGF Signaling,-1,,
Canonical,LPS-stimulated MAPK Signaling,-1,,
Canonical,Extracellular matrix organization,-1,,
Canonical,Oxidative Stress Induced Senescence,-1,,
Canonical,IGF-1 Signaling,-1,,
Canonical,Toll Like Receptor 3 (TLR3) Cascade,-1,,
Canonical,4-1BB Signaling in T Lymphocytes,-1,,
Canonical,NLR signaling pathways,-1,,
Canonical,WNT/SHH Axonal Guidance Signaling Pathway,-1,,
Canonical,Myelination Signaling Pathway,-1,,
Canonical,Actin Cytoskeleton Signaling,-1,,
Canonical,ERBB Signaling,-1,,
Canonical,MAPK targets/ Nuclear events mediated by MAP kinases,-1,,
Canonical,Cargo recognition for clathrin-mediated endocytosis,-1,,
Canonical,TNFR1 Signaling,-1,,
Canonical,Huntington's Disease Signaling,-1,,
Canonical,Sperm Motility,-1,,
Canonical,DAP12 interactions,-1,,
Canonical,CCR3 Signaling in Eosinophils,-1,,
Canonical,Mouse Embryonic Stem Cell Pluripotency,1,,
Canonical,Interleukin-6 family signaling,1,,
Canonical,Interleukin-12 family signaling,1,,
Canonical,TNFs bind their physiological receptors,1,,
Canonical,FLT3 Signaling in Hematopoietic Progenitor Cells,1,,
Canonical,MIF-mediated Glucocorticoid Regulation,1,,
Canonical,Pyroptosis,1,,
Canonical,White Adipose Tissue Browning Pathway,1,,
Canonical,Preeclampsia Signaling Pathway,1,,
Canonical,TP53 Regulates Transcription of Cell Death Genes,1,,
Canonical,ATF4 activates genes in response to endoplasmic reticulum stress,1,,
Canonical,Apoptosis Signaling,1,,
Canonical,Inhibition of ARE-Mediated mRNA Degradation Pathway,1.134,,
Canonical,Cytosolic sensors of pathogen-associated DNA,1.134,,
Canonical,Regulation of mRNA stability by proteins that bind AU-rich elements,1.134,,
Canonical,Transcriptional Regulatory Network in Embryonic Stem Cells,1.342,,
Canonical,Interleukin-2 family signaling,1.342,,
Canonical,RHOGDI Signaling,1.342,,
Canonical,Interleukin-20 family signaling,1.342,,
Canonical,Regulation of TLR by endogenous ligand,1.414,,
Canonical,Necroptosis Signaling Pathway,1.508,,
Canonical,PTEN Signaling,1.633,,
Canonical,TNFR2 non-canonical NF-kB pathway,1.633,,
Canonical,MYC Mediated Apoptosis Signaling,1.633,,
Canonical,"Role of JAK1, JAK2 and TYK2 in Interferon Signaling",1.633,,
Canonical,Semaphorin Neuronal Repulsive Signaling Pathway,1.633,,
Canonical,LPS/IL-1 Mediated Inhibition of RXR Function,1.667,,
Canonical,Immunogenic Cell Death Signaling Pathway,1.897,,
Canonical,Pyroptosis Signaling Pathway,1.897,,
Canonical,ER-Mitochondrial Communication Signaling Pathway,2,,
Canonical,Caspase activation via Death Receptors in the presence of ligand,2,,
Canonical,Toll-like Receptor Cascades,2.121,,
Canonical,Growth hormone receptor signaling,2.236,,
Canonical,Signaling by CSF3 (G-CSF),2.236,,
Canonical,Protein Ubiquitination Pathway,2.236,,
Canonical,iNOS Signaling,2.309,,
Canonical,Antigen Presentation Pathway,2.449,,
Canonical,Interferon Signaling,2.887,,
